user name;Recommended item (name);user ID;Recommended item (ID);score;path;readable path;explanation
user 196;Rumble in the Bronx;1;24;0.4801032216875667;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(377)), (np.int64(25), 'user', np.int64(504)), (np.int64(25), 'entity', np.int64(24))];user 196 --watched--> Heavyweights --watched--> Bonnie and Clyde --watched--> Rumble in the Bronx;Rumble in the Bronx is recommend to you because you watched Heavyweights also watched by user 507
user 196;When Harry Met Sally...;1;216;0.4811378759675878;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(916)), (np.int64(25), 'user', np.int64(838)), (np.int64(25), 'entity', np.int64(216))];user 196 --watched--> Lost in Space --watched--> In the Line of Duty 2 --watched--> When Harry Met Sally...;When Harry Met Sally... is recommend to you because you watched Lost in Space also watched by user 846
user 196;Brazil;1;175;0.48385410596242495;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(374)), (np.int64(25), 'user', np.int64(428)), (np.int64(25), 'entity', np.int64(175))];user 196 --watched--> Mighty Morphin Power Rangers: The Movie --watched--> Harold and Maude --watched--> Brazil;Brazil is recommend to you because you watched Mighty Morphin Power Rangers: The Movie also watched by user 435
user 196;Deconstructing Harry;1;345;0.4879978889660026;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(220)), (np.int64(25), 'user', np.int64(375)), (np.int64(25), 'entity', np.int64(345))];user 196 --watched--> Mirror Has Two Faces, The --watched--> Showgirls --watched--> Deconstructing Harry;Deconstructing Harry is recommend to you because you watched Mirror Has Two Faces, The also watched by user 379
user 196;Pillow Book, The;1;253;0.491864577473801;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(93)), (np.int64(25), 'user', np.int64(342)), (np.int64(25), 'entity', np.int64(253))];user 196 --watched--> Welcome to the Dollhouse --watched--> Man Who Knew Too Little, The --watched--> Pillow Book, The;Pillow Book, The is recommend to you because you watched Welcome to the Dollhouse also watched by user 345
user 196;Young Frankenstein;1;208;0.49567074032991093;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(809)), (np.int64(25), 'user', np.int64(876)), (np.int64(25), 'entity', np.int64(208))];user 196 --watched--> Rising Sun --watched--> Money Talks --watched--> Young Frankenstein;Young Frankenstein is recommend to you because you watched Rising Sun also watched by user 880
user 196;Cook the Thief His Wife & Her Lover, The;1;640;0.49741097725731936;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(731)), (np.int64(25), 'user', np.int64(331)), (np.int64(25), 'entity', np.int64(640))];user 196 --watched--> Corrina, Corrina --watched--> Edge, The --watched--> Cook the Thief His Wife & Her Lover, The;Cook the Thief His Wife & Her Lover, The is recommend to you because you watched Corrina, Corrina also watched by user 335
user 196;Ace Ventura: When Nature Calls;1;364;0.49845090390753605;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(426)), (np.int64(25), 'user', np.int64(659)), (np.int64(25), 'entity', np.int64(364))];user 196 --watched--> Transformers: The Movie, The --watched--> Arsenic and Old Lace --watched--> Ace Ventura: When Nature Calls;Ace Ventura: When Nature Calls is recommend to you because you watched Transformers: The Movie, The also watched by user 664
user 196;Star Wars;1;50;0.5002550601846154;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(505)), (np.int64(25), 'user', np.int64(883)), (np.int64(25), 'entity', np.int64(50))];user 196 --watched--> Dial M for Murder --watched--> Telling Lies in America --watched--> Star Wars;Star Wars is recommend to you because you watched Dial M for Murder also watched by user 884
user 196;Wedding Singer, The;1;354;0.5041522858155003;[('self_loop', 'user', 1), (np.int64(25), 'entity', np.int64(460)), (np.int64(25), 'user', np.int64(869)), (np.int64(25), 'entity', np.int64(354))];user 196 --watched--> Crossing Guard, The --watched--> Fools Rush In --watched--> Wedding Singer, The;Wedding Singer, The is recommend to you because you watched Crossing Guard, The also watched by user 871
user 186;My Best Friend's Wedding;2;255;0.4601468005226948;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(395)), (np.int64(25), 'user', np.int64(480)), (np.int64(25), 'entity', np.int64(255))];user 186 --watched--> Robin Hood: Men in Tights --watched--> North by Northwest --watched--> My Best Friend's Wedding;My Best Friend's Wedding is recommend to you because you watched Robin Hood: Men in Tights also watched by user 487
user 186;Laura;2;611;0.4608488254782428;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(469)), (np.int64(25), 'user', np.int64(252)), (np.int64(25), 'entity', np.int64(611))];user 186 --watched--> Short Cuts --watched--> Lost World: Jurassic Park, The --watched--> Laura;Laura is recommend to you because you watched Short Cuts also watched by user 106
user 186;Miami Rhapsody;2;700;0.4693958179361247;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(469)), (np.int64(25), 'user', np.int64(793)), (np.int64(25), 'entity', np.int64(700))];user 186 --watched--> Short Cuts --watched--> Crooklyn --watched--> Miami Rhapsody;Miami Rhapsody is recommend to you because you watched Short Cuts also watched by user 796
user 186;Incognito;2;361;0.4716154018579369;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(575)), (np.int64(25), 'user', np.int64(492)), (np.int64(25), 'entity', np.int64(361))];user 186 --watched--> City Slickers II: The Legend of Curly's Gold --watched--> East of Eden --watched--> Incognito;Incognito is recommend to you because you watched City Slickers II: The Legend of Curly's Gold also watched by user 488
user 186;Deconstructing Harry;2;345;0.47465590030051424;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(145)), (np.int64(25), 'user', np.int64(729)), (np.int64(25), 'entity', np.int64(345))];user 186 --watched--> Lawnmower Man, The --watched--> Nell --watched--> Deconstructing Harry;Deconstructing Harry is recommend to you because you watched Lawnmower Man, The also watched by user 738
user 186;Manon of the Spring (Manon des sources);2;166;0.4747820723341065;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(728)), (np.int64(25), 'user', np.int64(651)), (np.int64(25), 'entity', np.int64(166))];user 186 --watched--> Junior --watched--> Glory --watched--> Manon of the Spring (Manon des sources);Manon of the Spring (Manon des sources) is recommend to you because you watched Junior also watched by user 655
user 186;Cook the Thief His Wife & Her Lover, The;2;640;0.4799387741342401;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(437)), (np.int64(13), 'entity', np.int64(3596)), (np.int64(5), 'entity', np.int64(640))];user 186 --watched--> Amityville 1992: It's About Time --film.film.written_by--> entity m.06nwyw --film.writer.film--> Cook the Thief His Wife & Her Lover, The;I recommend you Cook the Thief His Wife & Her Lover, The because it was written by the same writer as a film you liked (Amityville 1992: It's About Time).
user 186;Wedding Singer, The;2;354;0.49042531833623937;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(395)), (np.int64(25), 'user', np.int64(352)), (np.int64(25), 'entity', np.int64(354))];user 186 --watched--> Robin Hood: Men in Tights --watched--> Spice World --watched--> Wedding Singer, The;Wedding Singer, The is recommend to you because you watched Robin Hood: Men in Tights also watched by user 352
user 186;Platoon;2;157;0.49076736042007735;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(201)), (np.int64(25), 'user', np.int64(248)), (np.int64(25), 'entity', np.int64(157))];user 186 --watched--> Evil Dead II --watched--> Grosse Pointe Blank --watched--> Platoon;Platoon is recommend to you because you watched Evil Dead II also watched by user 53
user 186;Scream;2;288;0.5074874849279327;[('self_loop', 'user', 2), (np.int64(25), 'entity', np.int64(871)), (np.int64(25), 'user', np.int64(826)), (np.int64(25), 'entity', np.int64(288))];user 186 --watched--> Vegas Vacation --watched--> Phantom, The --watched--> Scream;Scream is recommend to you because you watched Vegas Vacation also watched by user 835
user 22;Raiders of the Lost Ark;3;174;0.4256815873797436;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(220)), (np.int64(25), 'user', np.int64(405)), (np.int64(25), 'entity', np.int64(174))];user 22 --watched--> Mirror Has Two Faces, The --watched--> Mission: Impossible --watched--> Raiders of the Lost Ark;Raiders of the Lost Ark is recommend to you because you watched Mirror Has Two Faces, The also watched by user 406
user 22;Raising Arizona;3;238;0.4262971009080715;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(412)), (np.int64(25), 'user', np.int64(443)), (np.int64(25), 'entity', np.int64(238))];user 22 --watched--> Very Brady Sequel, A --watched--> Birds, The --watched--> Raising Arizona;Raising Arizona is recommend to you because you watched Very Brady Sequel, A also watched by user 450
user 22;GoldenEye;3;2;0.43070902036567493;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(157)), (np.int64(25), 'user', np.int64(188)), (np.int64(25), 'entity', np.int64(2))];user 22 --watched--> Platoon --watched--> Full Metal Jacket --watched--> GoldenEye;GoldenEye is recommend to you because you watched Platoon also watched by user 111
user 22;Fog, The;3;635;0.4326516731478435;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(137)), (np.int64(25), 'user', np.int64(237)), (np.int64(25), 'entity', np.int64(635))];user 22 --watched--> Big Night --watched--> Jerry Maguire --watched--> Fog, The;Fog, The is recommend to you because you watched Big Night also watched by user 141
user 22;Birdcage, The;3;25;0.4436444276422423;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(569)), (np.int64(25), 'user', np.int64(425)), (np.int64(25), 'entity', np.int64(25))];user 22 --watched--> Wolf --watched--> Bob Roberts --watched--> Birdcage, The;Birdcage, The is recommend to you because you watched Wolf also watched by user 424
user 22;Field of Dreams;3;215;0.44693969231028563;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(257)), (np.int64(15), 'entity', np.int64(6968)), (np.int64(15), 'entity', np.int64(215))];user 22 --watched--> Men in Black --film.film.language--> entity m.02h40lc --film.film.language--> Field of Dreams;Field of Dreams is recommend to you because you watched Men in Black also film.film.language by entity m.02h40lc
user 22;Miami Rhapsody;3;700;0.4627932695405584;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(569)), (np.int64(25), 'user', np.int64(388)), (np.int64(25), 'entity', np.int64(700))];user 22 --watched--> Wolf --watched--> Beverly Hills Cop III --watched--> Miami Rhapsody;Miami Rhapsody is recommend to you because you watched Wolf also watched by user 393
user 22;Seven (Se7en);3;11;0.46659327163283165;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(157)), (np.int64(25), 'user', np.int64(294)), (np.int64(25), 'entity', np.int64(11))];user 22 --watched--> Platoon --watched--> Liar Liar --watched--> Seven (Se7en);Seven (Se7en) is recommend to you because you watched Platoon also watched by user 247
user 22;Cook the Thief His Wife & Her Lover, The;3;640;0.47483548295982325;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(778)), (np.int64(25), 'user', np.int64(14)), (np.int64(25), 'entity', np.int64(640))];user 22 --watched--> Don Juan DeMarco --watched--> Postino, Il --watched--> Cook the Thief His Wife & Her Lover, The;Cook the Thief His Wife & Her Lover, The is recommend to you because you watched Don Juan DeMarco also watched by user 210
user 22;Top Gun;3;161;0.4775034453224135;[('self_loop', 'user', 3), (np.int64(25), 'entity', np.int64(546)), (np.int64(25), 'user', np.int64(879)), (np.int64(25), 'entity', np.int64(161))];user 22 --watched--> Broken Arrow --watched--> Peacemaker, The --watched--> Top Gun;Top Gun is recommend to you because you watched Broken Arrow also watched by user 881
user 244;Star Trek V: The Final Frontier;4;450;0.4316848065062109;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(714)), (np.int64(25), 'user', np.int64(938)), (np.int64(25), 'entity', np.int64(450))];user 244 --watched--> Carrington --watched--> Smile Like Yours, A --watched--> Star Trek V: The Final Frontier;Star Trek V: The Final Frontier is recommend to you because you watched Carrington also watched by user 943
user 244;Mirror Has Two Faces, The;4;220;0.4345917305547377;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(747)), (np.int64(25), 'user', np.int64(367)), (np.int64(25), 'entity', np.int64(220))];user 244 --watched--> Benny & Joon --watched--> Clueless --watched--> Mirror Has Two Faces, The;Mirror Has Two Faces, The is recommend to you because you watched Benny & Joon also watched by user 374
user 244;Amadeus;4;191;0.4378916704625375;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(454)), (np.int64(25), 'user', np.int64(448)), (np.int64(25), 'entity', np.int64(191))];user 244 --watched--> Bastard Out of Carolina --watched--> Omen, The --watched--> Amadeus;Amadeus is recommend to you because you watched Bastard Out of Carolina also watched by user 454
user 244;GoldenEye;4;2;0.4392178763948137;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(454)), (np.int64(10), 'entity', np.int64(3464)), (np.int64(10), 'entity', np.int64(2))];user 244 --watched--> Bastard Out of Carolina --film.film.subjects--> entity m.0ggfp_y --film.film.subjects--> GoldenEye;I recommend you GoldenEye because it covers similar themes to a film you liked (Bastard Out of Carolina).
user 244;Reservoir Dogs;4;156;0.44402174318595455;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(305)), (np.int64(25), 'user', np.int64(84)), (np.int64(25), 'entity', np.int64(156))];user 244 --watched--> Ice Storm, The --watched--> Robert A. Heinlein's The Puppet Masters --watched--> Reservoir Dogs;Reservoir Dogs is recommend to you because you watched Ice Storm, The also watched by user 271
user 244;Deconstructing Harry;4;345;0.4599599617948154;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(443)), (np.int64(9), 'entity', np.int64(2664)), (np.int64(1), 'entity', np.int64(345))];user 244 --watched--> Birds, The --film.film.produced_by--> entity m.03v1w7 --film.producer.film--> Deconstructing Harry;I recommend you Deconstructing Harry because it was produced by the same producer as a film you liked (Birds, The).
user 244;Pillow Book, The;4;253;0.4652909298349376;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(714)), (np.int64(25), 'user', np.int64(651)), (np.int64(25), 'entity', np.int64(253))];user 244 --watched--> Carrington --watched--> Glory --watched--> Pillow Book, The;Pillow Book, The is recommend to you because you watched Carrington also watched by user 655
user 244;Cook the Thief His Wife & Her Lover, The;4;640;0.4663960570752476;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(13)), (np.int64(25), 'user', np.int64(49)), (np.int64(25), 'entity', np.int64(640))];user 244 --watched--> Mighty Aphrodite --watched--> I.Q. --watched--> Cook the Thief His Wife & Her Lover, The;Cook the Thief His Wife & Her Lover, The is recommend to you because you watched Mighty Aphrodite also watched by user 251
user 244;Miami Rhapsody;4;700;0.46828143523248017;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(984)), (np.int64(25), 'user', np.int64(138)), (np.int64(25), 'entity', np.int64(700))];user 244 --watched--> Shadow Conspiracy --watched--> D3: The Mighty Ducks --watched--> Miami Rhapsody;Miami Rhapsody is recommend to you because you watched Shadow Conspiracy also watched by user 233
user 244;Scream;4;288;0.4904397420410327;[('self_loop', 'user', 4), (np.int64(25), 'entity', np.int64(439)), (np.int64(25), 'user', np.int64(150)), (np.int64(25), 'entity', np.int64(288))];user 244 --watched--> Amityville: A New Generation --watched--> Swingers --watched--> Scream;Scream is recommend to you because you watched Amityville: A New Generation also watched by user 158
user 166;Raiders of the Lost Ark;5;174;0.4211149815942944;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(5)), (np.int64(25), 'user', np.int64(101)), (np.int64(25), 'entity', np.int64(174))];user 166 --watched--> Copycat --watched--> Heavy Metal --watched--> Raiders of the Lost Ark;Raiders of the Lost Ark is recommend to you because you watched Copycat also watched by user 269
user 166;GoodFellas;5;182;0.42725571655466554;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(187)), (np.int64(25), 'user', np.int64(477)), (np.int64(25), 'entity', np.int64(182))];user 166 --watched--> Godfather: Part II, The --watched--> Matilda --watched--> GoodFellas;GoodFellas is recommend to you because you watched Godfather: Part II, The also watched by user 479
user 166;Dolores Claiborne;5;44;0.43297884588814717;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(96)), (np.int64(25), 'user', np.int64(170)), (np.int64(25), 'entity', np.int64(44))];user 166 --watched--> Terminator 2: Judgment Day --watched--> Cinema Paradiso --watched--> Dolores Claiborne;Dolores Claiborne is recommend to you because you watched Terminator 2: Judgment Day also watched by user 61
user 166;GoldenEye;5;2;0.43633769595925737;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(260)), (np.int64(25), 'user', np.int64(166)), (np.int64(25), 'entity', np.int64(2))];user 166 --watched--> Event Horizon --watched--> Manon of the Spring (Manon des sources) --watched--> GoldenEye;GoldenEye is recommend to you because you watched Event Horizon also watched by user 104
user 166;Spice World;5;352;0.44059992473111953;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(712)), (np.int64(25), 'user', np.int64(83)), (np.int64(25), 'entity', np.int64(352))];user 166 --watched--> Tin Men --watched--> Much Ado About Nothing --watched--> Spice World;Spice World is recommend to you because you watched Tin Men also watched by user 250
user 166;Chasing Amy;5;246;0.441026658566718;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(184)), (np.int64(25), 'user', np.int64(417)), (np.int64(25), 'entity', np.int64(246))];user 166 --watched--> Army of Darkness --watched--> Parent Trap, The --watched--> Chasing Amy;Chasing Amy is recommend to you because you watched Army of Darkness also watched by user 425
user 166;Everyone Says I Love You;5;319;0.44321893879250907;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(52)), (np.int64(25), 'user', np.int64(366)), (np.int64(25), 'entity', np.int64(319))];user 166 --watched--> Madness of King George, The --watched--> Dangerous Minds --watched--> Everyone Says I Love You;Everyone Says I Love You is recommend to you because you watched Madness of King George, The also watched by user 370
user 166;When Harry Met Sally...;5;216;0.4520245741766436;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(654)), (np.int64(25), 'user', np.int64(171)), (np.int64(25), 'entity', np.int64(216))];user 166 --watched--> Chinatown --watched--> Delicatessen --watched--> When Harry Met Sally...;When Harry Met Sally... is recommend to you because you watched Chinatown also watched by user 142
user 166;Miami Rhapsody;5;700;0.46550076301456117;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(953)), (np.int64(25), 'user', np.int64(779)), (np.int64(25), 'entity', np.int64(700))];user 166 --watched--> Unstrung Heroes --watched--> Drop Zone --watched--> Miami Rhapsody;Miami Rhapsody is recommend to you because you watched Unstrung Heroes also watched by user 782
user 166;Seven (Se7en);5;11;0.47009657973879365;[('self_loop', 'user', 5), (np.int64(25), 'entity', np.int64(260)), (np.int64(25), 'user', np.int64(294)), (np.int64(25), 'entity', np.int64(11))];user 166 --watched--> Event Horizon --watched--> Liar Liar --watched--> Seven (Se7en);Seven (Se7en) is recommend to you because you watched Event Horizon also watched by user 247
